UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,Type_H,Temp_diff [K],power_factor [W],Tool_wear_norm [min]
4058,L51237,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,1,0,0,8.899999999999977,6043.062908690206,0.20553359683794467
4059,M18918,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,0,1,0,8.899999999999977,7196.676675039404,0.2134387351778656
4060,L51239,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,1,0,0,8.900000000000034,6796.259747388359,0.22529644268774704
4061,M18920,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,0,1,0,8.899999999999977,7857.751545158791,0.233201581027668
4062,L51241,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,1,0,0,8.900000000000034,4331.230015700153,0.2450592885375494
4063,L51242,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,1,0,0,8.899999999999977,6662.689699733233,0.25296442687747034
4064,L51243,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,1,0,0,8.800000000000011,4018.683434570015,0.2608695652173913
4065,L51244,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,1,0,0,8.800000000000011,7299.804689881244,0.26877470355731226
4066,M18925,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,0,1,0,8.800000000000011,5949.506279466303,0.2766798418972332
4067,M18926,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,0,1,0,8.800000000000011,7244.931538198541,0.2885375494071146
4068,L51247,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,1,0,0,8.800000000000011,7631.8710333656845,0.30039525691699603
4069,L51248,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,1,0,0,8.800000000000011,7180.005290024354,0.308300395256917
4070,M18929,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,0,1,0,8.800000000000011,7047.587159675543,0.31620553359683795
4071,L51250,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,1,0,0,8.699999999999989,8201.52555726561,0.32806324110671936
4072,L51251,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,1,0,0,8.700000000000045,9561.604792808725,0.3359683794466403
4073,L51252,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,1,0,0,8.700000000000045,5631.200111804584,0.3438735177865613
4074,M18933,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,0,1,0,8.700000000000045,6875.6896816466215,0.35177865612648224
4075,L51254,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,1,0,0,8.699999999999989,6497.138238864563,0.36363636363636365
4076,L51255,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,1,0,0,8.600000000000023,6448.506384586994,0.3715415019762846
4077,M18936,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,0,1,0,8.600000000000023,6027.522497030449,0.3794466403162055
4078,L51257,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,1,0,0,8.5,6814.4286249016195,0.391304347826087
4079,H33492,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,0,0,1,8.599999999999966,8455.65945899,0.39920948616600793
4080,L51259,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,1,0,0,8.5,4556.984863787114,0.4189723320158103
4081,L51260,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,1,0,0,8.399999999999977,8242.073046447942,0.4268774703557312
4082,L51261,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,1,0,0,8.399999999999977,8142.505503280171,0.43478260869565216
4083,L51262,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,1,0,0,8.399999999999977,6436.662580282959,0.4426877470355731
4084,M18943,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,0,1,0,8.399999999999977,5973.089168319249,0.4505928853754941
4085,L51264,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,1,0,0,8.399999999999977,6005.84550772068,0.4624505928853755
4086,H33499,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,0,0,1,8.5,4549.82203253693,0.47035573122529645
4087,L51266,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,1,0,0,8.5,5923.860411437498,0.4901185770750988
4088,L51267,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,1,0,0,8.5,7910.7816291513855,0.4980237154150198
4089,L51268,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,1,0,0,8.600000000000023,6558.053720417668,0.5059288537549407
4090,M18949,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,0,1,0,8.600000000000023,6710.127748802438,0.5138339920948617
4091,L51270,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,1,0,0,8.5,3635.094971566702,0.525691699604743
4092,M18951,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,0,1,0,8.399999999999977,5495.221509781707,0.5335968379446641
4093,H33506,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,0,0,1,8.5,4629.953589154494,0.5454545454545454
4094,M18953,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,0,1,0,8.5,5287.646011183517,0.5652173913043478
4095,L51274,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,1,0,0,8.5,5342.372555209051,0.5770750988142292
4096,H33509,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,0,0,1,8.5,6600.360501486012,0.5849802371541502
4097,L51276,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,1,0,0,8.5,7417.195535370382,0.6047430830039525
4098,L51277,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,1,0,0,8.5,5420.6924600630455,0.6126482213438735
4099,L51278,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,1,0,0,8.300000000000011,5108.313430541099,0.6205533596837944
4100,L51279,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,1,0,0,8.399999999999977,7236.218854572586,0.6284584980237155
4101,L51280,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,1,0,0,8.399999999999977,4603.899314080722,0.6363636363636364
4102,L51281,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,1,0,0,8.5,4616.6332363032725,0.6442687747035574
4103,L51282,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,1,0,0,8.399999999999977,7075.9138534354115,0.6521739130434783
4104,L51283,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,1,0,0,8.399999999999977,6580.924514935803,0.6600790513833992
4105,L51284,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,1,0,0,8.399999999999977,7214.604697115888,0.6679841897233202
4106,L51285,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,1,0,0,8.600000000000023,5835.152306875635,0.6758893280632411
4107,L51286,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,1,0,0,8.600000000000023,7625.430768425825,0.6837944664031621
4108,L51287,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,1,0,0,8.5,5133.770803010689,0.691699604743083
4109,L51288,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,1,0,0,8.600000000000023,4319.229131763439,0.6996047430830039
4110,M18969,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,0,1,0,8.700000000000045,7383.266334711612,0.7075098814229249
4111,L51290,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,1,0,0,8.600000000000023,6655.851499723921,0.7193675889328063
4112,M18971,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,0,1,0,8.600000000000023,6710.756067333157,0.7272727272727273
4113,H33526,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,0,0,1,8.600000000000023,6119.654937584725,0.7391304347826086
4114,L51293,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,1,0,0,8.600000000000023,7673.078257005271,0.758893280632411
4115,L51294,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,1,0,0,8.600000000000023,7551.320597727643,0.766798418972332
4116,H33529,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,0,0,1,8.600000000000023,7710.117634391095,0.7747035573122529
4117,M18976,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,0,1,0,8.5,8445.690138302607,0.7944664031620553
4118,L51297,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,1,0,0,8.600000000000023,7816.073082621167,0.8063241106719368
4119,L51298,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,1,0,0,8.600000000000023,6823.350748037817,0.8142292490118577
4120,L51299,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,1,0,0,8.599999999999966,6257.790766563069,0.8221343873517787
4121,M18980,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,0,1,0,8.599999999999966,6671.56993496738,0.8300395256916996
4122,M18981,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,0,1,0,8.599999999999966,6827.64425799772,0.841897233201581
4123,L51302,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,1,0,0,8.400000000000034,6675.172294543498,0.0
4124,M18983,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,0,1,0,8.5,6179.648885292779,0.007905138339920948
4125,L51304,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,1,0,0,8.5,7773.975741063064,0.019762845849802372
4126,L51305,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,1,0,0,8.5,6027.669104687616,0.02766798418972332
4127,M18986,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,0,1,0,8.600000000000023,5829.6335757808265,0.03557312252964427
4128,H33541,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,0,0,1,8.600000000000023,6505.358739641457,0.04743083003952569
4129,L51308,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,1,0,0,8.5,4435.761275260597,0.06719367588932806
4130,M18989,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,0,1,0,8.5,5704.94376335985,0.07509881422924901
4131,L51310,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,1,0,0,8.5,8457.251199267817,0.08695652173913043
4132,L51311,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,1,0,0,8.400000000000034,7200.059123129768,0.09486166007905138
4133,M18992,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,0,1,0,8.5,7746.382085589032,0.10276679841897234
4134,L51313,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,1,0,0,8.5,5045.869040563247,0.11462450592885376
4135,L51314,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,1,0,0,8.5,5090.888063289188,0.1225296442687747
4136,M18995,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,0,1,0,8.600000000000023,4996.4832040488145,0.13043478260869565
4137,L51316,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,1,0,0,8.400000000000034,7474.477241420836,0.1422924901185771
4138,L51317,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,1,0,0,8.400000000000034,7319.0731248232605,0.15019762845849802
4139,L51318,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,1,0,0,8.5,7880.3081804115645,0.15810276679841898
4140,H33553,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,0,0,1,8.5,5225.096901450544,0.16600790513833993
4141,L51320,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,1,0,0,8.5,8530.178036733148,0.1857707509881423
4142,H33555,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,0,0,1,8.400000000000034,5863.740800023301,0.19367588932806323
4143,L51322,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,1,0,0,8.400000000000034,7485.870750777856,0.2134387351778656
4144,L51323,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,1,0,0,8.400000000000034,6220.353454107791,0.22134387351778656
4145,L51324,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,1,0,0,8.300000000000011,5096.082163143124,0.22924901185770752
4146,M19005,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,0,1,0,8.5,7133.771518139023,0.23715415019762845
4147,L51326,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,1,0,0,8.5,6425.059631415702,0.2490118577075099
4148,L51327,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,1,0,0,8.400000000000034,6441.5215769205115,0.25691699604743085
4149,L51328,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,1,0,0,8.400000000000034,4398.606706144142,0.2648221343873518
4150,L51329,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,1,0,0,8.5,6311.75285637623,0.2727272727272727
4151,L51330,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,1,0,0,8.5,5867.238439844296,0.28063241106719367
4152,M19011,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,0,1,0,8.5,6901.450741406057,0.2885375494071146
4153,M19012,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,0,1,0,8.5,6670.386601734527,0.30039525691699603
4154,M19013,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,0,1,0,8.399999999999977,7056.771082199537,0.31225296442687744
4155,M19014,302.0,310.4,1828,26.3,82,0,0,0,0,0,0,0,1,0,8.399999999999977,5034.548835034811,0.3241106719367589
4156,L51335,302.0,310.5,1370,44.4,85,1,0,1,0,0,0,1,0,0,8.5,6369.893264418663,0.3359683794466403
4157,M19016,302.0,310.5,1823,25.1,87,0,0,0,0,0,0,0,1,0,8.5,4791.693250936809,0.3438735177865613
4158,L51337,302.0,310.5,1263,60.6,90,1,0,1,0,0,0,1,0,0,8.5,8015.019673397495,0.3557312252964427
4159,L51338,301.9,310.4,1889,21.5,92,0,0,0,0,0,0,1,0,0,8.5,4253.035774552302,0.36363636363636365
4160,M19019,302.0,310.5,1639,32.9,94,0,0,0,0,0,0,0,1,0,8.5,5646.813827292926,0.3715415019762846
4161,M19020,302.0,310.4,1608,33.1,97,0,0,0,0,0,0,0,1,0,8.399999999999977,5573.6880222928685,0.383399209486166
4162,H33575,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,0,0,1,8.400000000000034,5608.496868894642,0.3952569169960474
4163,L51342,302.0,310.4,1591,29.8,105,0,0,0,0,0,0,1,0,0,8.399999999999977,4964.9520857822845,0.4150197628458498
4164,L51343,302.1,310.5,1696,30.9,107,0,0,0,0,0,0,1,0,0,8.399999999999977,5487.985374702937,0.42292490118577075
4165,L51344,302.2,310.6,1346,47.5,109,1,0,1,0,0,0,1,0,0,8.400000000000034,6695.257543575448,0.4308300395256917
4166,M19025,302.2,310.5,1507,40.4,111,0,0,0,0,0,0,0,1,0,8.300000000000011,6375.631906999222,0.43873517786561267
4167,H33580,302.3,310.6,1525,48.7,114,0,0,0,0,0,0,0,0,1,8.300000000000011,7777.2744133493325,0.4505928853754941
4168,M19027,302.3,310.7,1559,33.9,119,0,0,0,0,0,0,0,1,0,8.399999999999977,5534.449530049531,0.47035573122529645
4169,L51348,302.2,310.6,1632,30.5,122,0,0,0,0,0,0,1,0,0,8.400000000000034,5212.530530836185,0.48221343873517786
4170,L51349,302.1,310.5,1559,36.0,124,0,0,0,0,0,0,1,0,0,8.399999999999977,5877.291536335785,0.4901185770750988
4171,M19030,302.2,310.6,1355,51.5,126,1,0,1,0,0,0,0,1,0,8.400000000000034,7307.606311637659,0.4980237154150198
4172,M19031,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,0,1,0,8.300000000000011,4546.764215687435,0.5098814229249012
4173,L51352,302.2,310.6,1386,50.0,132,0,0,0,0,0,0,1,0,0,8.400000000000034,7257.079029792422,0.5217391304347826
4174,M19033,302.2,310.6,1346,49.2,134,1,0,1,0,0,0,0,1,0,8.400000000000034,6934.877287240253,0.5296442687747036
4175,L51354,302.3,310.7,1499,37.8,137,0,0,0,0,0,0,1,0,0,8.399999999999977,5933.651708541185,0.541501976284585
4176,L51355,302.3,310.7,1612,33.4,139,0,0,0,0,0,0,1,0,0,8.399999999999977,5638.195391446578,0.549407114624506
4177,M19036,302.3,310.7,1544,39.7,141,0,0,0,0,0,0,0,1,0,8.399999999999977,6418.985885618762,0.5573122529644269
4178,L51357,302.5,310.9,1477,39.2,144,0,0,0,0,0,0,1,0,0,8.399999999999977,6063.1062698201085,0.5691699604743083
4179,L51358,302.5,310.9,1624,34.4,146,0,0,0,0,0,0,1,0,0,8.399999999999977,5850.231951612865,0.5770750988142292
4180,L51359,302.4,310.9,1349,46.1,148,1,0,1,0,0,0,1,0,0,8.5,6512.406379161009,0.5849802371541502
4181,L51360,302.4,310.8,1686,28.8,150,0,0,0,0,0,0,1,0,0,8.400000000000034,5084.856205394296,0.5928853754940712
4182,M19041,302.4,310.7,1521,40.4,152,0,0,0,0,0,0,0,1,0,8.300000000000011,6434.8614004949,0.6007905138339921
4183,L51362,302.4,310.7,1362,54.8,155,1,0,1,0,0,0,1,0,0,8.300000000000011,7816.031194719117,0.6126482213438735
4184,L51363,302.3,310.7,1402,50.9,157,0,0,0,0,0,0,1,0,0,8.399999999999977,7472.990220898137,0.6205533596837944
4185,L51364,302.2,310.6,1334,53.2,159,1,0,1,0,0,0,1,0,0,8.400000000000034,7431.83535713611,0.6284584980237155
4186,L51365,302.2,310.6,1348,48.4,161,1,0,1,0,0,0,1,0,0,8.400000000000034,6832.2519272229865,0.6363636363636364
4187,M19046,302.2,310.6,1570,34.6,163,0,0,0,0,0,0,0,1,0,8.400000000000034,5688.586537610159,0.6442687747035574
4188,M19047,302.2,310.7,1601,33.0,166,0,0,0,0,0,0,0,1,0,8.5,5532.658822236985,0.6561264822134387
4189,M19048,302.3,310.8,1611,31.8,169,0,0,0,0,0,0,0,1,0,8.5,5364.772110829146,0.6679841897233202
4190,L51369,302.4,310.9,1560,31.8,172,0,0,0,0,0,0,1,0,0,8.5,5194.937611976082,0.6798418972332015
4191,H33604,302.4,310.9,1444,40.7,174,0,0,0,0,0,0,0,0,1,8.5,6154.4637841865,0.6877470355731226
4192,L51371,302.4,311.0,1317,59.4,179,0,0,0,0,0,0,1,0,0,8.600000000000023,8192.20549905996,0.7075098814229249
4193,M19052,302.5,311.0,1463,43.1,181,0,0,0,0,0,0,0,1,0,8.5,6603.135574996684,0.7154150197628458
4194,L51373,302.4,311.1,1634,34.2,184,0,0,0,0,0,0,1,0,0,8.700000000000045,5852.033131400924,0.7272727272727273
4195,L51374,302.4,311.0,1423,46.2,186,0,0,0,0,0,0,1,0,0,8.600000000000023,6884.548972929745,0.7351778656126482
4196,L51375,302.5,311.0,1548,38.4,188,0,0,0,0,0,0,1,0,0,8.5,6224.87734752896,0.7430830039525692
4197,M19056,302.5,311.0,1563,35.6,190,0,0,0,0,0,0,0,1,0,8.5,5826.900390172205,0.7509881422924901
4198,L51377,302.4,311.0,1573,36.5,193,0,0,0,0,0,0,1,0,0,8.600000000000023,6012.432380317706,0.7628458498023716
4199,M19058,302.4,311.1,1432,44.5,195,0,0,0,0,0,0,0,1,0,8.700000000000045,6673.161675245199,0.7707509881422925
4200,M19059,302.5,311.1,1638,32.0,198,0,0,0,0,0,0,0,1,0,8.600000000000023,5488.990684352087,0.782608695652174
4201,L51380,302.5,311.1,1571,34.2,201,0,0,0,0,0,0,1,0,0,8.600000000000023,5626.403947020104,0.7944664031620553
4202,L51381,302.4,311.0,2211,15.4,203,0,0,0,0,0,0,1,0,0,8.600000000000023,3565.644829971344,0.8023715415019763
4203,L51382,302.4,311.0,1555,40.6,205,0,0,0,0,0,0,1,0,0,8.600000000000023,6611.272299969481,0.8102766798418972
4204,M19063,302.3,310.9,1558,31.9,207,0,0,0,0,0,0,0,1,0,8.599999999999966,5204.592773398114,0.8181818181818182
4205,M19064,302.3,310.9,1523,43.2,210,0,0,0,0,0,0,0,1,0,8.599999999999966,6889.889680440848,0.8300395256916996
4206,L51385,302.3,310.8,1723,26.3,213,0,0,0,0,0,0,1,0,0,8.5,4745.365231271871,0.841897233201581
4207,M19066,302.3,310.8,1721,28.4,215,0,0,0,0,0,0,0,1,0,8.5,5118.324639130539,0.849802371541502
4208,M19067,302.3,310.9,1710,30.4,218,1,1,0,0,0,0,0,1,0,8.599999999999966,5443.751750140394,0.8616600790513834
4209,M19068,302.3,310.9,1627,32.3,0,0,0,0,0,0,0,0,1,0,8.599999999999966,5503.243043023872,0.0
4210,M19069,302.2,310.8,1422,47.0,3,0,0,0,0,0,0,0,1,0,8.600000000000023,6998.840113667341,0.011857707509881422
4211,L51390,302.1,310.8,1565,35.3,6,0,0,0,0,0,0,1,0,0,8.699999999999989,5785.190511708043,0.023715415019762844
4212,L51391,302.1,310.7,1314,52.8,8,1,0,1,0,0,0,1,0,0,8.599999999999966,7265.372834397899,0.03162055335968379
4213,M19072,302.0,310.6,1392,60.5,10,0,0,0,0,0,0,0,1,0,8.600000000000023,8819.078897157267,0.039525691699604744
4214,L51393,302.1,310.7,1465,40.7,13,0,0,0,0,0,0,1,0,0,8.599999999999966,6243.967758887274,0.05138339920948617
4215,L51394,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,1,0,0,8.700000000000045,6028.904797798029,0.05928853754940711
4216,M19075,302.0,310.7,2157,17.8,17,0,0,0,0,0,0,0,1,0,8.699999999999989,4020.673109917289,0.06719367588932806
4217,L51396,301.9,310.7,1370,50.3,20,0,0,0,0,0,0,1,0,0,8.800000000000011,7216.343045050873,0.07905138339920949
4218,L51397,301.9,310.6,1462,38.8,22,0,0,0,0,0,0,1,0,0,8.700000000000045,5940.290941015773,0.08695652173913043
4219,M19078,302.0,310.6,1479,40.5,24,0,0,0,0,0,0,0,1,0,8.600000000000023,6272.660971790061,0.09486166007905138
4220,L51399,301.9,310.7,1717,26.8,27,0,0,0,0,0,0,1,0,0,8.800000000000011,4818.742363684216,0.1067193675889328
4221,M19080,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,0,1,0,8.700000000000045,8695.30014660583,0.11462450592885376
4222,L51401,301.9,310.6,1467,39.3,32,0,0,0,0,0,0,1,0,0,8.700000000000045,6037.418513889256,0.12648221343873517
4223,M19082,302.0,310.6,1535,38.6,34,0,0,0,0,0,0,0,1,0,8.600000000000023,6204.750210594961,0.13438735177865613
4224,L51403,302.0,310.7,1657,31.9,37,0,0,0,0,0,0,1,0,0,8.699999999999989,5535.3082320415115,0.14624505928853754
4225,L51404,302.0,310.7,1698,28.1,39,0,0,0,0,0,0,1,0,0,8.699999999999989,4996.577451828422,0.1541501976284585
4226,L51405,302.1,310.7,1359,49.3,41,1,0,1,0,0,0,1,0,0,8.599999999999966,7016.087457335549,0.16205533596837945
4227,L51406,302.1,310.8,1596,37.1,43,0,0,0,0,0,0,1,0,0,8.699999999999989,6200.624252243247,0.16996047430830039
4228,L51407,302.2,310.8,1383,46.9,45,0,0,0,0,0,0,1,0,0,8.600000000000023,6792.406060399956,0.17786561264822134
4229,L51408,302.2,310.8,2203,16.6,47,0,0,0,0,0,0,1,0,0,8.600000000000023,3829.5805007749345,0.1857707509881423
4230,M19089,302.2,310.8,1408,46.8,49,0,0,0,0,0,0,0,1,0,8.600000000000023,6900.445431756907,0.19367588932806323
4231,L51410,302.2,310.8,1673,32.9,52,0,0,0,0,0,0,1,0,0,8.600000000000023,5763.953345369776,0.20553359683794467
4232,L51411,302.2,310.8,1340,47.8,54,0,0,0,0,0,0,1,0,0,8.600000000000023,6707.509754924447,0.2134387351778656
4233,L51412,302.2,310.9,1452,42.3,56,0,0,0,0,0,0,1,0,0,8.699999999999989,6431.845471547455,0.22134387351778656
4234,M19093,302.2,310.9,1302,53.4,58,0,0,0,0,0,0,0,1,0,8.699999999999989,7280.829470253561,0.22924901185770752
4235,H33648,302.2,310.9,1522,35.9,61,0,0,0,0,0,0,0,0,1,8.699999999999989,5721.866475787186,0.24110671936758893
4236,L51415,302.2,310.8,1438,41.4,66,0,0,0,0,0,0,1,0,0,8.600000000000023,6234.3021254897285,0.2608695652173913
4237,L51416,302.2,310.9,1604,40.5,68,0,0,0,0,0,0,1,0,0,8.699999999999989,6802.8047320833375,0.26877470355731226
4238,L51417,302.2,311.0,1832,23.2,70,0,0,0,0,0,0,1,0,0,8.800000000000011,4450.840919997827,0.2766798418972332
4239,M19098,302.3,311.0,1521,34.8,72,0,0,0,0,0,0,0,1,0,8.699999999999989,5542.9004142876865,0.2845849802371542
4240,L51419,302.3,311.0,1446,37.6,75,0,0,0,0,0,0,1,0,0,8.699999999999989,5693.571197953855,0.2964426877470356
4241,L51420,302.4,311.1,1905,20.9,77,0,0,0,0,0,0,1,0,0,8.700000000000045,4169.364690211693,0.30434782608695654
4242,L51421,302.4,311.0,1475,47.9,79,0,0,0,0,0,0,1,0,0,8.600000000000023,7398.712498591762,0.31225296442687744
4243,L51422,302.4,311.0,1462,48.5,81,0,0,0,0,0,0,1,0,0,8.600000000000023,7425.363676269716,0.3201581027667984
4244,M19103,302.4,310.9,1435,42.3,83,0,0,0,0,0,0,0,1,0,8.5,6356.541495640908,0.32806324110671936
4245,L51424,302.4,310.9,1469,39.6,86,0,0,0,0,0,0,1,0,0,8.5,6091.799482722897,0.33992094861660077
4246,M19105,302.6,311.1,1520,43.0,88,0,0,0,0,0,0,0,1,0,8.5,6844.483194620963,0.34782608695652173
4247,L51426,302.6,311.0,1537,35.5,91,0,0,0,0,0,0,1,0,0,8.399999999999977,5713.876358471556,0.35968379446640314
4248,L51427,302.6,311.0,1369,60.0,93,1,0,1,0,0,0,1,0,0,8.399999999999977,8601.680685528854,0.3675889328063241
4249,L51428,302.6,311.0,1506,37.2,95,0,0,0,0,0,0,1,0,0,8.399999999999977,5866.735785019724,0.37549407114624506
4250,L51429,302.5,310.9,1330,56.9,97,1,0,1,0,0,0,1,0,0,8.399999999999977,7924.876908190492,0.383399209486166
4251,L51430,302.6,311.0,1660,38.0,99,0,0,0,0,0,0,1,0,0,8.399999999999977,6605.722152948138,0.391304347826087
4252,H33665,302.5,310.9,1356,55.5,101,1,0,1,0,0,0,0,0,1,8.399999999999977,7880.999330795354,0.39920948616600793
4253,H33666,302.6,311.0,1438,51.0,106,0,0,0,0,0,0,0,0,1,8.399999999999977,7679.9374009656085,0.4189723320158103
4254,M19113,302.6,311.0,1329,48.6,111,1,0,1,0,0,0,0,1,0,8.399999999999977,6763.786151325753,0.43873517786561267
4255,L51434,302.6,311.0,1284,68.0,114,1,0,1,1,0,0,1,0,0,8.399999999999977,9143.291259007734,0.4505928853754941
4256,M19115,302.5,311.0,1387,52.1,116,0,0,0,0,0,0,0,1,0,8.5,7567.332248285437,0.45849802371541504
4257,M19116,302.6,311.0,1591,33.9,119,0,0,0,0,0,0,0,1,0,8.399999999999977,5648.049520403337,0.47035573122529645
4258,M19117,302.6,311.0,1589,39.0,122,0,0,0,0,0,0,0,1,0,8.399999999999977,6489.587944520436,0.48221343873517786
4259,M19118,302.7,311.1,1297,60.7,125,1,0,1,0,0,0,0,1,0,8.400000000000034,8244.366409085063,0.49407114624505927
4260,L51439,302.7,311.2,1545,35.1,128,0,0,0,0,0,0,1,0,0,8.5,5678.89996026159,0.5059288537549407
4261,H33674,302.7,311.1,1418,43.4,130,0,0,0,0,0,0,0,0,1,8.400000000000034,6444.579393770006,0.5138339920948617
4262,L51441,302.7,311.1,1730,28.1,135,0,0,0,0,0,0,1,0,0,8.400000000000034,5090.741455632021,0.5335968379446641
4263,L51442,302.6,311.0,2001,20.7,137,0,0,0,0,0,0,1,0,0,8.399999999999977,4337.565560884891,0.541501976284585
4264,L51443,302.6,311.0,1620,36.2,139,0,0,0,0,0,0,1,0,0,8.399999999999977,6141.185319237328,0.549407114624506
4265,M19124,302.6,311.0,1542,39.7,141,0,0,0,0,0,0,0,1,0,8.399999999999977,6410.671137062261,0.5573122529644269
4266,L51445,302.6,311.0,1424,38.0,144,0,0,0,0,0,0,1,0,0,8.399999999999977,5666.59538903503,0.5691699604743083
4267,L51446,302.7,311.1,1440,39.5,146,0,0,0,0,0,0,1,0,0,8.400000000000034,5956.459671206248,0.5770750988142292
